x,xl
http://purl.obolibrary.org/obo/UBERON_0007288,presumptive forebrain midbrain boundary
http://purl.obolibrary.org/obo/UBERON_0004003,cerebellum hemisphere lobule
http://purl.obolibrary.org/obo/UBERON_0001188,right testicular artery
http://purl.obolibrary.org/obo/UBERON_0007359,ruminant forestomach
http://purl.obolibrary.org/obo/UBERON_0010688,skeleton of manual acropodium
http://purl.obolibrary.org/obo/UBERON_0004320,middle phalanx of manual digit 2
http://purl.obolibrary.org/obo/UBERON_0004648,esophagus muscularis mucosa
http://purl.obolibrary.org/obo/UBERON_0010701,phalanx cartilage element
http://purl.obolibrary.org/obo/UBERON_2000084,yolk
http://purl.obolibrary.org/obo/UBERON_0004255,forelimb stylopod muscle
http://purl.obolibrary.org/obo/UBERON_0003714,neural tissue
http://purl.obolibrary.org/obo/UBERON_2001741,trigeminofacial foramen
http://purl.obolibrary.org/obo/UBERON_1000004,collection of hair on external ear
http://purl.obolibrary.org/obo/UBERON_0005202,distal straight tubule macula densa
http://purl.obolibrary.org/obo/UBERON_0017161,hemipenial mucuous gland
http://purl.obolibrary.org/obo/UBERON_0001611,sublingual artery
http://purl.obolibrary.org/obo/UBERON_0008242,lower back muscle
http://purl.obolibrary.org/obo/UBERON_0011963,talocalcaneonavicular joint
http://purl.obolibrary.org/obo/UBERON_0014484,distal phalanx of digit 2
http://purl.obolibrary.org/obo/UBERON_0005609,iliac artery
http://purl.obolibrary.org/obo/UBERON_0010229,ruminant esophageal groove
http://purl.obolibrary.org/obo/UBERON_0002858,third lumbar dorsal root ganglion
http://purl.obolibrary.org/obo/UBERON_0011242,ethmoid cartilage
http://purl.obolibrary.org/obo/UBERON_0015033,pedal digit 3 phalanx endochondral element
http://purl.obolibrary.org/obo/UBERON_0019248,early embryo
http://purl.obolibrary.org/obo/UBERON_0018707,bladder organ
http://purl.obolibrary.org/obo/UBERON_0011877,margin of tongue
http://purl.obolibrary.org/obo/UBERON_0035956,epididymal lumen
http://purl.obolibrary.org/obo/UBERON_0004111,anatomical conduit
http://purl.obolibrary.org/obo/UBERON_0003082,myotome
http://purl.obolibrary.org/obo/UBERON_0008455,rectus capitis posterior minor
http://purl.obolibrary.org/obo/UBERON_0002443,choroidal blood vessel
http://purl.obolibrary.org/obo/UBERON_0009470,postsphenoidal bone
http://purl.obolibrary.org/obo/UBERON_0002531,paired fin bud
http://purl.obolibrary.org/obo/UBERON_0001781,layer of retina
http://purl.obolibrary.org/obo/UBERON_0003997,hyoid bone greater horn
http://purl.obolibrary.org/obo/UBERON_2001505,taenia marginalis anterior
http://purl.obolibrary.org/obo/UBERON_0005076,hindbrain-spinal cord boundary
http://purl.obolibrary.org/obo/UBERON_0005252,lesser sac cavity
http://purl.obolibrary.org/obo/UBERON_0004312,distal phalanx of manual digit 3
http://purl.obolibrary.org/obo/UBERON_0009865,Hatschek's pit
http://purl.obolibrary.org/obo/UBERON_0007756,metatarsophalangeal joint of pedal digit 3
http://purl.obolibrary.org/obo/UBERON_0008924,sublaminar layer S3
http://purl.obolibrary.org/obo/CP_0000039,banded nucleus
http://purl.obolibrary.org/obo/UBERON_0003295,pharyngeal gland
http://purl.obolibrary.org/obo/UBERON_3000689,prominentia apicalis ventralis
http://purl.obolibrary.org/obo/UBERON_0008989,submocosal esophageal gland
http://purl.obolibrary.org/obo/UBERON_0001498,muscle of pes
http://purl.obolibrary.org/obo/UBERON_0006530,seminal fluid
http://purl.obolibrary.org/obo/UBERON_4440010,pelvic fin radial skeleton
http://purl.obolibrary.org/obo/UBERON_0009538,mesenchyme of sublingual gland primordium
http://purl.obolibrary.org/obo/UBERON_0013628,pollical pad
http://purl.obolibrary.org/obo/UBERON_0004780,gastrointestinal system lamina propria
http://purl.obolibrary.org/obo/UBERON_0007142,left internal carotid artery
http://purl.obolibrary.org/obo/UBERON_0003537,left lung alveolar duct
http://purl.obolibrary.org/obo/UBERON_0003941,cerebellum anterior vermis
http://purl.obolibrary.org/obo/UBERON_4300249,lateral occipital foramen
http://purl.obolibrary.org/obo/UBERON_0001189,left testicular artery
http://purl.obolibrary.org/obo/UBERON_0009739,border of sublaminar layers S3 and S4
http://purl.obolibrary.org/obo/UBERON_0002860,first sacral dorsal root ganglion
http://purl.obolibrary.org/obo/CL_0000163,endocrine cell
http://purl.obolibrary.org/obo/UBERON_0012463,cloacal lumen
http://purl.obolibrary.org/obo/UBERON_0010367,conjunctival vein
http://purl.obolibrary.org/obo/UBERON_0004321,middle phalanx of manual digit 3
http://purl.obolibrary.org/obo/UBERON_0012070,palatal tooth
http://purl.obolibrary.org/obo/UBERON_0015085,distal carpal bone 1 cartilage
http://purl.obolibrary.org/obo/UBERON_0006286,radius cartilage element
http://purl.obolibrary.org/obo/UBERON_0003715,splanchnic nerve
http://purl.obolibrary.org/obo/UBERON_4440009,pectoral fin radial skeleton
http://purl.obolibrary.org/obo/UBERON_0006782,stratum lemnisci of superior colliculus
http://purl.obolibrary.org/obo/UBERON_0006870,endostyle
http://purl.obolibrary.org/obo/UBERON_2001742,auditory foramen
http://purl.obolibrary.org/obo/UBERON_0001138,superior mesenteric vein
http://purl.obolibrary.org/obo/UBERON_0009984,medial condyle of femur
http://purl.obolibrary.org/obo/UBERON_0001700,geniculate ganglion
http://purl.obolibrary.org/obo/UBERON_0001449,phalanx of pes
http://purl.obolibrary.org/obo/UBERON_0018325,caudal fin radial element
http://purl.obolibrary.org/obo/UBERON_0014485,distal phalanx of digit 3
http://purl.obolibrary.org/obo/UBERON_0018413,facial nerve canal
http://purl.obolibrary.org/obo/UBERON_0011947,ureter luminal urothelium
http://purl.obolibrary.org/obo/UBERON_0004256,hindlimb zeugopod muscle
http://purl.obolibrary.org/obo/UBERON_0005173,abdominal segment element
http://purl.obolibrary.org/obo/UBERON_0015034,pedal digit 4 phalanx endochondral element
http://purl.obolibrary.org/obo/UBERON_0013240,future glans clitoris
http://purl.obolibrary.org/obo/UBERON_0011144,adductor muscle of hip
http://purl.obolibrary.org/obo/UBERON_0009593,mesenchyme of interdigital region between pedal digits 4 and 5
http://purl.obolibrary.org/obo/UBERON_0006107,basolateral amygdaloid nuclear complex
http://purl.obolibrary.org/obo/UBERON_0002859,fifth lumbar dorsal root ganglion
http://purl.obolibrary.org/obo/UBERON_0011878,muscle layer of esophagus
http://purl.obolibrary.org/obo/UBERON_0007637,hippocampus stratum lucidum
http://purl.obolibrary.org/obo/UBERON_0000025,tube
http://purl.obolibrary.org/obo/UBERON_0004816,larynx epithelium
http://purl.obolibrary.org/obo/UBERON_0006587,ligamentum venosum
http://purl.obolibrary.org/obo/UBERON_0034918,anterior pretectal nucleus
http://purl.obolibrary.org/obo/UBERON_0014650,dorsal hypothalamic nucleus
http://purl.obolibrary.org/obo/UBERON_0035547,posterior ciliary vein
http://purl.obolibrary.org/obo/CL_0000511,androgen binding protein secreting cell
http://purl.obolibrary.org/obo/UBERON_3010170,ungual flap
http://purl.obolibrary.org/obo/UBERON_0003998,hyoid bone lesser horn
http://purl.obolibrary.org/obo/UBERON_0002444,lens fiber
http://purl.obolibrary.org/obo/UBERON_0002532,epiblast (generic)
http://purl.obolibrary.org/obo/UBERON_0001111,intercostal muscle
http://purl.obolibrary.org/obo/UBERON_0004313,distal phalanx of manual digit 4
http://purl.obolibrary.org/obo/UBERON_0010883,forelimb cartilage element
http://purl.obolibrary.org/obo/CL_0000314,milk secreting cell
http://purl.obolibrary.org/obo/UBERON_0035549,vasculature of integument
http://purl.obolibrary.org/obo/UBERON_0011803,"feather bud, dermal component"
http://purl.obolibrary.org/obo/UBERON_0005357,brain ependyma
http://purl.obolibrary.org/obo/UBERON_0015106,distal tarsal bone 2 cartilage
http://purl.obolibrary.org/obo/UBERON_0006600,presumptive enteric nervous system
http://purl.obolibrary.org/obo/UBERON_0019310,glossopharyngeal nerve root
http://purl.obolibrary.org/obo/UBERON_0010371,ecto-epithelium
http://purl.obolibrary.org/obo/UBERON_2000276,rostrolateral thalamic nucleus of Butler & Saidel
http://purl.obolibrary.org/obo/UBERON_0016633,parvocellular reticular nucleus
http://purl.obolibrary.org/obo/UBERON_0005253,head mesenchyme
http://purl.obolibrary.org/obo/UBERON_0009645,ampullary gland
http://purl.obolibrary.org/obo/UBERON_0007143,right internal carotid artery
http://purl.obolibrary.org/obo/UBERON_4440011,paired fin lepidotrichium
http://purl.obolibrary.org/obo/UBERON_0009539,mesenchyme of submandibular gland primordium
http://purl.obolibrary.org/obo/UBERON_0003589,hindlimb connective tissue
http://purl.obolibrary.org/obo/UBERON_3010044,dorsal crest
http://purl.obolibrary.org/obo/UBERON_0004781,gall bladder lamina propria
http://purl.obolibrary.org/obo/UBERON_0003854,spinal cord neural plate
http://purl.obolibrary.org/obo/UBERON_0003942,somatic sensory system
http://purl.obolibrary.org/obo/UBERON_0002123,cortex of thymus
http://purl.obolibrary.org/obo/UBERON_0005723,floor plate spinal cord region
http://purl.obolibrary.org/obo/UBERON_0005330,mesonephric nephron epithelium
http://purl.obolibrary.org/obo/UBERON_0006290,scapula cartilage element
http://purl.obolibrary.org/obo/UBERON_0006919,tongue squamous epithelium
http://purl.obolibrary.org/obo/UBERON_0002861,second sacral dorsal root ganglion
http://purl.obolibrary.org/obo/UBERON_0001759,vagus nerve
http://purl.obolibrary.org/obo/UBERON_0001499,muscle of arm
http://purl.obolibrary.org/obo/UBERON_0012071,palate bone
http://purl.obolibrary.org/obo/UBERON_0013629,hallical pad
http://purl.obolibrary.org/obo/UBERON_0003317,odontogenic papilla of incisor
http://purl.obolibrary.org/obo/UBERON_0010368,pulmonary lobule
http://purl.obolibrary.org/obo/UBERON_0015086,distal carpal bone 1 pre-cartilage condensation
http://purl.obolibrary.org/obo/UBERON_0035772,aortic plexus
http://purl.obolibrary.org/obo/UBERON_0006871,embryonic footplate
http://purl.obolibrary.org/obo/UBERON_0003885,mesometrium
http://purl.obolibrary.org/obo/UBERON_0003492,bronchus reticular lamina
http://purl.obolibrary.org/obo/UBERON_0001062,anatomical entity
http://purl.obolibrary.org/obo/UBERON_0018238,dorsal column nucleus
http://purl.obolibrary.org/obo/UBERON_0006972,nephridium
http://purl.obolibrary.org/obo/UBERON_0018326,ilioischiadic foramen
http://purl.obolibrary.org/obo/UBERON_0013241,embryonic urethral groove
http://purl.obolibrary.org/obo/UBERON_0007727,interphalangeal joint of pedal digit 4
http://purl.obolibrary.org/obo/UBERON_0004322,middle phalanx of manual digit 4
http://purl.obolibrary.org/obo/UBERON_0007521,smooth muscle sphincter
http://purl.obolibrary.org/obo/UBERON_0016576,lamina V of gray matter of spinal cord
http://purl.obolibrary.org/obo/UBERON_0015035,pedal digit 5 phalanx endochondral element
http://purl.obolibrary.org/obo/UBERON_0011366,cleidobrachialis muscle
http://purl.obolibrary.org/obo/UBERON_0000426,extravillous trophoblast
http://purl.obolibrary.org/obo/UBERON_0007390,pectoral appendage cartilage tissue
http://purl.obolibrary.org/obo/UBERON_6000011,gnathal segment
http://purl.obolibrary.org/obo/UBERON_0001421,pectoral girdle region
http://purl.obolibrary.org/obo/UBERON_0009203,internasal suture
http://purl.obolibrary.org/obo/CL_0000587,cold sensing thermoreceptor cell
http://purl.obolibrary.org/obo/UBERON_0014398,respiratory muscle
http://purl.obolibrary.org/obo/CL_0000512,paracrine cell
http://purl.obolibrary.org/obo/UBERON_0014486,distal phalanx of digit 4
http://purl.obolibrary.org/obo/UBERON_0010380,enteric nerve
http://purl.obolibrary.org/obo/UBERON_0007729,interphalangeal joint of manual digit 2
http://purl.obolibrary.org/obo/UBERON_0009870,zone of stomach
http://purl.obolibrary.org/obo/UBERON_0001960,periarterial lymphatic sheath
http://purl.obolibrary.org/obo/UBERON_0017750,proximal mesopodial endochondral element
http://purl.obolibrary.org/obo/UBERON_0003999,hyoid bone body
http://purl.obolibrary.org/obo/UBERON_0006108,corticomedial nuclear complex
http://purl.obolibrary.org/obo/UBERON_0002902,occipital pole
http://purl.obolibrary.org/obo/UBERON_0002268,olfactory organ
http://purl.obolibrary.org/obo/UBERON_0010697,pedal digit metatarsal cartilage element
http://purl.obolibrary.org/obo/UBERON_0005387,olfactory glomerulus
http://purl.obolibrary.org/obo/UBERON_0007113,venom
http://purl.obolibrary.org/obo/UBERON_0005475,sigmoid sinus
http://purl.obolibrary.org/obo/UBERON_0034727,vestibular bulb artery
http://purl.obolibrary.org/obo/UBERON_0004314,distal phalanx of manual digit 5
http://purl.obolibrary.org/obo/UBERON_0006588,round ligament of liver
http://purl.obolibrary.org/obo/UBERON_0007195,stroma of bone marrow
http://purl.obolibrary.org/obo/UBERON_0000390,lens nucleus
http://purl.obolibrary.org/obo/UBERON_0006032,interdigital region between manual digits 3 and 4
http://purl.obolibrary.org/obo/CL_0002317,external limiting cell of vestibular epithelium
http://purl.obolibrary.org/obo/UBERON_0006120,superior colliculus superficial gray layer
http://purl.obolibrary.org/obo/UBERON_0006601,presumptive ectoderm
http://purl.obolibrary.org/obo/UBERON_0015107,distal tarsal bone 2 pre-cartilage condensation
http://purl.obolibrary.org/obo/UBERON_0009848,zona limitans intrathalamica
http://purl.obolibrary.org/obo/UBERON_0001591,thymic vein
http://purl.obolibrary.org/obo/UBERON_4200231,unfinished bone surface
http://purl.obolibrary.org/obo/UBERON_0010699,manual digit metacarpus cartilage element
http://purl.obolibrary.org/obo/UBERON_0012252,endocervical epithelium
http://purl.obolibrary.org/obo/UBERON_0002052,adrenal gland capsule
http://purl.obolibrary.org/obo/UBERON_0004681,vestibular system
http://purl.obolibrary.org/obo/CL_0002664,cardioblast
http://purl.obolibrary.org/obo/CL_0002487,cutaneous/subcutaneous mechanoreceptor cell
http://purl.obolibrary.org/obo/UBERON_0012080,patella cartilage element
http://purl.obolibrary.org/obo/UBERON_0001986,endothelium
http://purl.obolibrary.org/obo/CL_0000315,tears secreting cell
http://purl.obolibrary.org/obo/UBERON_0000307,blastula
http://purl.obolibrary.org/obo/UBERON_2001752,pre-narial cartilage
http://purl.obolibrary.org/obo/UBERON_0004782,gastrointestinal system serosa
http://purl.obolibrary.org/obo/UBERON_0008805,gingival groove
http://purl.obolibrary.org/obo/UBERON_0007144,embryonic post-anal tail
http://purl.obolibrary.org/obo/UBERON_0007365,rumen
http://purl.obolibrary.org/obo/UBERON_0003943,fourth lumbar dorsal root ganglion
http://purl.obolibrary.org/obo/UBERON_3010239,subocular groove
http://purl.obolibrary.org/obo/UBERON_0004379,distal epiphysis
http://purl.obolibrary.org/obo/CL_0000317,sebum secreting cell
http://purl.obolibrary.org/obo/UBERON_2005415,inner ear foramen
http://purl.obolibrary.org/obo/UBERON_0005880,prepollex
http://purl.obolibrary.org/obo/UBERON_0005331,mesonephric renal vesicle
http://purl.obolibrary.org/obo/UBERON_0007731,interphalangeal joint of manual digit 4
http://purl.obolibrary.org/obo/UBERON_0008962,forelimb bone
http://purl.obolibrary.org/obo/UBERON_0035106,raphe of perineum
http://purl.obolibrary.org/obo/UBERON_0007777,umbilical vein endothelium
http://purl.obolibrary.org/obo/UBERON_0006291,scapula pre-cartilage condensation
http://purl.obolibrary.org/obo/UBERON_0002692,medullary raphe nuclear complex
http://purl.obolibrary.org/obo/UBERON_0006029,interdigital region between manual digits 2 and 3
http://purl.obolibrary.org/obo/UBERON_0007702,tract of brain
http://purl.obolibrary.org/obo/UBERON_0011370,transverse process of atlas
http://purl.obolibrary.org/obo/UBERON_0002862,third sacral dorsal root ganglion
http://purl.obolibrary.org/obo/UBERON_0001913,milk
http://purl.obolibrary.org/obo/UBERON_0003857,upper eyelid mesenchyme
http://purl.obolibrary.org/obo/UBERON_0012465,lumen of terminal part of digestive tract
http://purl.obolibrary.org/obo/CL_0000591,warmth sensing thermoreceptor cell
http://purl.obolibrary.org/obo/UBERON_0012278,gland of nasal mucosa
http://purl.obolibrary.org/obo/UBERON_0002763,accessory medullary lamina of globus pallidus
http://purl.obolibrary.org/obo/UBERON_0008408,distal tubular epithelium
http://purl.obolibrary.org/obo/UBERON_0011782,feather follicle
http://purl.obolibrary.org/obo/UBERON_2000609,ventrolateral nucleus
http://purl.obolibrary.org/obo/UBERON_0005117,metanephric distal convoluted tubule
http://purl.obolibrary.org/obo/UBERON_0015420,ureteral valve
http://purl.obolibrary.org/obo/UBERON_2005311,pronephric glomerular capsule epithelium
http://purl.obolibrary.org/obo/UBERON_3010124,toe fringes
http://purl.obolibrary.org/obo/UBERON_0009906,root of optic nerve
http://purl.obolibrary.org/obo/UBERON_0018239,rhombomere boundary
http://purl.obolibrary.org/obo/UBERON_0009039,lymph node germinal center
http://purl.obolibrary.org/obo/UBERON_0006318,orbitalis muscle
